,id,sex,birthday,age,agegrp,acquire_kkh,acquire_kkh2,loss_kkh,loss_kkh2,vis_prob,vis_prob2,react_prob,priority,past1,past2,past3,past4,past5,qty,receipt,segment,rm
31,6082,female,1952/1/27,67,65-69,2013/4/11,2013,,,0.903561322,0.9-0.9400000000000001,0.067463224,34.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
36,29551,male,1950/1/21,69,65-69,2007/4/1,2007,,,0.8841207259999999,0.8500000000000001-0.8900000000000001,0.085269655,39.0,1.0,1.0,1.0,0.0,1.0,4.0,0,D,0
38,21367,female,1951/1/15,68,65-69,2009/2/1,2009,,,0.8835118390000001,0.8500000000000001-0.8900000000000001,0.085317541,41.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
39,21301,male,1951/5/19,67,65-69,2013/4/11,2013,,,0.900597622,0.9-0.9400000000000001,0.06769349,42.0,1.0,1.0,1.0,1.0,0.0,4.0,0,C,0
40,401205,female,1954/4/7,64,60-64,2006/6/25,2006,,,0.900324065,0.9-0.9400000000000001,0.067714756,43.0,1.0,1.0,1.0,1.0,0.0,4.0,1,D,0
42,36445,female,1951/6/17,67,65-69,2013/7/11,2013,,,0.899663427,0.8500000000000001-0.8900000000000001,0.067766124,45.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
44,140442,female,1954/4/16,64,60-64,2014/4/1,2014,,,0.899084282,0.8500000000000001-0.8900000000000001,0.067811165,47.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
46,30886,female,1955/2/28,64,60-64,2014/5/16,2014,,,0.898840128,0.8500000000000001-0.8900000000000001,0.067830156,49.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
49,407886,male,1953/2/3,66,65-69,2014/4/11,2014,,,0.898450573,0.8500000000000001-0.8900000000000001,0.06786046,52.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
50,20111,female,1950/3/13,69,65-69,2013/4/1,2013,,,0.898416944,0.8500000000000001-0.8900000000000001,0.067863076,53.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
51,40697,female,1952/2/13,67,65-69,2013/4/1,2013,,,0.8899697440000001,0.8500000000000001-0.8900000000000001,0.07579734,54.0,1.0,1.0,1.0,0.0,0.0,3.0,1,D,0
53,351251,female,1950/2/4,69,65-69,1990/3/26,1990,,,0.897334905,0.8500000000000001-0.8900000000000001,0.067947273,56.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
55,40071,female,1952/8/27,66,65-69,1999/8/13,1999,,,0.896598316,0.8500000000000001-0.8900000000000001,0.068004608,58.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
57,302604,female,1955/7/11,63,60-64,2011/1/23,2011,,,0.8874349359999999,0.8500000000000001-0.8900000000000001,0.075999125,60.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
58,404074,female,1957/5/3,61,60-64,2009/6/12,2009,,,0.8948691209999999,0.8500000000000001-0.8900000000000001,0.068139264,61.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
59,11760,female,1954/12/3,64,60-64,2013/10/1,2013,,,0.886954575,0.8500000000000001-0.8900000000000001,0.07603736900000001,62.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
61,327327,female,1954/6/13,64,60-64,2015/4/11,2015,,,0.8862736959999999,0.8500000000000001-0.8900000000000001,0.07609158,64.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
62,41182,female,1951/12/16,67,65-69,2013/1/10,2013,,,0.894000342,0.8500000000000001-0.8900000000000001,0.068206948,65.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
65,2033,female,1953/10/11,65,60-64,2005/2/24,2005,,,0.88559907,0.8500000000000001-0.8900000000000001,0.076145296,68.0,1.0,1.0,1.0,0.0,0.0,3.0,0,A,0
66,348094,female,1949/11/16,69,65-69,1973/11/27,1973,,,0.8853677329999999,0.8500000000000001-0.8900000000000001,0.076163717,69.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
68,24944,female,1958/5/22,60,55-59,2012/4/1,2012,,,0.8747857309999999,0.8500000000000001-0.8900000000000001,0.086002795,71.0,1.0,1.0,1.0,0.0,1.0,4.0,0,C,0
69,53921,male,1949/7/14,69,65-69,2014/5/1,2014,,,0.884296286,0.8500000000000001-0.8900000000000001,0.07624903599999999,72.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
70,25088,male,1952/4/3,66,65-69,2015/4/1,2015,,,0.8842629590000001,0.8500000000000001-0.8900000000000001,0.07625169,73.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
71,16602,female,1951/11/9,67,65-69,1990/4/1,1990,,,0.892106445,0.8500000000000001-0.8900000000000001,0.068354567,74.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
73,26959,female,1952/7/16,66,65-69,2014/12/27,2014,,,0.881815461,0.8500000000000001-0.8900000000000001,0.07644661,76.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
75,2536,female,1954/8/4,64,60-64,2015/7/1,2015,,,0.881246115,0.8500000000000001-0.8900000000000001,0.076491958,78.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
77,2623,female,1952/10/21,66,65-69,2015/4/1,2015,,,0.881035901,0.8500000000000001-0.8900000000000001,0.076508701,80.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
80,19833,male,1949/7/13,69,65-69,2015/4/11,2015,,,0.879671491,0.8500000000000001-0.8900000000000001,0.076617382,83.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
83,326293,male,1949/11/21,69,65-69,2011/7/21,2011,,,0.885996452,0.8500000000000001-0.8900000000000001,0.068831452,86.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
86,25041,male,1951/10/7,67,65-69,1978/10/8,1978,,,0.877116647,0.8500000000000001-0.8900000000000001,0.07682091,89.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
88,45812,male,1956/11/24,62,60-64,1996/3/1,1996,,,0.8843657290000001,0.8500000000000001-0.8900000000000001,0.068958893,91.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
89,53922,female,1951/6/4,67,65-69,2014/5/1,2014,,,0.876227361,0.8500000000000001-0.8900000000000001,0.07689176,92.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
90,4548,female,1959/2/6,60,55-59,2010/7/26,2010,,,0.883992922,0.8500000000000001-0.8900000000000001,0.068988037,93.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
92,319987,male,1950/9/6,68,65-69,2012/12/21,2012,,,0.865842982,0.8500000000000001-0.8900000000000001,0.08670294699999999,95.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
94,13,male,1952/12/9,66,65-69,1994/5/2,1994,,,0.8749771909999999,0.8500000000000001-0.8900000000000001,0.07699136599999999,97.0,1.0,1.0,1.0,0.0,0.0,3.0,0,A,0
95,40572,female,1950/9/26,68,65-69,2012/4/1,2012,,,0.8746829079999999,0.8500000000000001-0.8900000000000001,0.077014814,98.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
96,28160,female,1951/12/5,67,65-69,2011/12/21,2011,,,0.8739498809999999,0.8500000000000001-0.8900000000000001,0.077073221,99.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
99,144972,male,1958/3/13,61,60-64,2004/5/9,2004,,,0.879723282,0.8500000000000001-0.8900000000000001,0.069322063,102.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
100,21247,female,1952/8/8,66,65-69,2015/3/1,2015,,,0.871525494,0.8500000000000001-0.8900000000000001,0.077266407,103.0,1.0,1.0,1.0,0.0,0.0,3.0,0,A,0
101,9650,female,1956/9/19,62,60-64,2005/9/6,2005,,,0.879090123,0.8500000000000001-0.8900000000000001,0.069371635,104.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
103,151381,female,1952/11/10,66,65-69,2014/4/11,2014,,,0.878236081,0.8500000000000001-0.8900000000000001,0.06943851599999999,106.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
105,5962,female,1954/5/15,64,60-64,2008/8/6,2008,,,0.860271042,0.8500000000000001-0.8900000000000001,0.087138015,108.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
106,202515,female,1949/7/21,69,65-69,2011/4/12,2011,,,0.8696648309999999,0.8500000000000001-0.8900000000000001,0.077414683,109.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
110,336006,female,1950/11/23,68,65-69,2015/5/21,2015,,,0.868413133,0.8500000000000001-0.8900000000000001,0.07751443599999999,113.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
111,119420,male,1951/5/11,67,65-69,2014/4/1,2014,,,0.876105172,0.8500000000000001-0.8900000000000001,0.06960546599999999,114.0,1.0,1.0,1.0,1.0,0.0,4.0,1,A,0
113,20973,female,1953/11/10,65,60-64,2015/4/24,2015,,,0.868024238,0.8500000000000001-0.8900000000000001,0.077545429,116.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
115,147678,female,1951/12/6,67,65-69,2014/8/1,2014,,,0.86794694,0.8500000000000001-0.8900000000000001,0.077551589,118.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
117,9073234,female,1952/10/7,66,65-69,2003/4/1,2003,,,0.853095132,0.8500000000000001-0.8900000000000001,0.0876969,121.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
118,22996,female,1949/5/30,69,65-69,2014/4/1,2014,,,0.869983194,0.8500000000000001-0.8900000000000001,0.070085694,122.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
122,37990,male,1949/10/20,69,65-69,2011/11/1,2011,,,0.859392602,0.8500000000000001-0.8900000000000001,0.07823337799999999,126.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
123,321568,female,1951/2/15,68,65-69,2012/4/1,2012,,,0.849011222,0.8-0.8400000000000001,0.08801421400000001,127.0,1.0,1.0,1.0,0.0,1.0,4.0,2,D,0
128,16668,male,1952/12/14,66,65-69,2015/1/1,2015,,,0.8357072720000001,0.8-0.8400000000000001,0.09831637,132.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
129,27654,female,1954/10/3,64,60-64,2016/4/1,2016,,,0.834221605,0.8-0.8400000000000001,0.098420056,133.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
131,14474,male,1950/12/3,68,65-69,2016/1/22,2016,,,0.8334515640000001,0.8-0.8400000000000001,0.098473729,135.0,1.0,1.0,0.0,0.0,0.0,2.0,0,B,0
134,9012334,male,1953/8/23,65,60-64,2015/4/1,2015,,,0.848568282,0.8-0.8400000000000001,0.079096042,138.0,1.0,1.0,1.0,0.0,0.0,3.0,1,A,0
136,24968,male,1951/11/26,67,65-69,1996/4/1,1996,,,0.855982896,0.8500000000000001-0.8900000000000001,0.071187017,140.0,1.0,1.0,1.0,1.0,0.0,4.0,1,C,0
137,126987,male,1952/7/8,66,65-69,2014/9/1,2014,,,0.8542952090000001,0.8500000000000001-0.8900000000000001,0.07132004900000001,141.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
138,109546,female,1953/8/27,65,60-64,2005/12/21,2005,,,0.825906411,0.8-0.8400000000000001,0.098997137,142.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
139,28453,male,1951/7/16,67,65-69,2015/6/18,2015,,,0.8259062709999999,0.8-0.8400000000000001,0.098997147,143.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
140,144402,female,1954/3/30,65,60-64,2012/4/11,2012,,,0.853329511,0.8500000000000001-0.8900000000000001,0.071396196,144.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
141,26090,female,1953/8/29,65,60-64,2016/4/1,2016,,,0.825606152,0.8-0.8400000000000001,0.099017871,145.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
142,54115,male,1968/2/26,51,50-54,2010/4/1,2010,,,0.853033542,0.8500000000000001-0.8900000000000001,0.071419537,146.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
144,48840,female,1950/1/11,69,65-69,2014/10/1,2014,,,0.8249808259999999,0.8-0.8400000000000001,0.099061028,148.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
148,21389,male,1950/4/10,68,65-69,2014/4/1,2014,,,0.82381432,0.8-0.8400000000000001,0.099141449,152.0,1.0,1.0,0.0,0.0,0.0,2.0,0,C,0
149,3845,female,1950/9/28,68,65-69,2016/4/1,2016,,,0.8223160629999999,0.8-0.8400000000000001,0.099244577,153.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
150,27169,female,1950/9/30,68,65-69,2016/1/1,2016,,,0.821995343,0.8-0.8400000000000001,0.099266629,154.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
153,39522,female,1955/12/16,63,60-64,1992/1/1,1992,,,0.8111220570000001,0.8-0.8400000000000001,0.107853943,157.0,1.0,1.0,0.0,1.0,0.0,3.0,2,A,0
155,27682,male,1962/12/24,56,55-59,2013/4/1,2013,,,0.846600626,0.8-0.8400000000000001,0.07192726099999999,160.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
156,5019,male,1951/2/3,68,65-69,2016/2/1,2016,,,0.818589765,0.8-0.8400000000000001,0.099500259,161.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
158,16692,male,1951/9/15,67,65-69,2013/10/11,2013,,,0.84597692,0.8-0.8400000000000001,0.071976528,163.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
159,408702,male,1952/8/25,66,65-69,2015/9/1,2015,,,0.81820937,0.8-0.8400000000000001,0.099526295,164.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
160,21990,female,1951/5/20,67,65-69,2010/12/1,2010,,,0.8173022059999999,0.8-0.8400000000000001,0.100237362,165.0,1.0,1.0,0.0,1.0,1.0,4.0,2,C,0
161,16300,female,1957/5/2,61,60-64,2015/4/1,2015,,,0.8178017590000001,0.8-0.8400000000000001,0.09955418,166.0,1.0,1.0,0.0,0.0,0.0,2.0,1,B,0
164,18944,female,1952/8/29,66,65-69,2009/1/1,2009,,,0.826499155,0.8-0.8400000000000001,0.089752524,169.0,1.0,1.0,1.0,0.0,1.0,4.0,2,A,0
165,11942,male,1955/4/10,63,60-64,2016/8/16,2016,,,0.816246737,0.8-0.8400000000000001,0.099660431,170.0,1.0,1.0,0.0,0.0,0.0,2.0,2,A,0
166,132456,male,1954/10/2,64,60-64,2004/6/15,2004,,,0.814378712,0.8-0.8400000000000001,0.099787798,171.0,1.0,1.0,0.0,0.0,0.0,2.0,0,A,0
168,9407,female,1955/8/24,63,60-64,2008/4/1,2008,,,0.814283213,0.8-0.8400000000000001,0.099794301,173.0,1.0,1.0,0.0,0.0,0.0,2.0,1,C,0
169,21484,female,1949/8/8,69,65-69,2009/4/11,2009,,,0.814095274,0.8-0.8400000000000001,0.099807098,174.0,1.0,1.0,0.0,0.0,0.0,2.0,2,D,0
170,38516,female,1950/9/21,68,65-69,2015/4/1,2015,,,0.8333822540000001,0.8-0.8400000000000001,0.080305664,175.0,1.0,1.0,1.0,0.0,0.0,3.0,0,B,0
171,1720,female,1971/9/29,47,45-49,2005/4/11,2005,,,0.840817122,0.8-0.8400000000000001,0.07238436,176.0,1.0,1.0,1.0,1.0,0.0,4.0,1,B,0
173,39132,male,1954/10/2,64,60-64,2012/4/1,2012,,,0.812598464,0.8-0.8400000000000001,0.099908903,178.0,1.0,1.0,0.0,0.0,0.0,2.0,1,B,0
174,9011235,male,1950/10/2,68,65-69,2016/4/1,2016,,,0.8125485790000001,0.8-0.8400000000000001,0.099912293,179.0,1.0,1.0,0.0,0.0,0.0,2.0,0,A,0
176,29035,female,1949/9/15,69,65-69,2016/4/1,2016,,,0.811194458,0.8-0.8400000000000001,0.100004222,181.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
177,318284,male,1954/12/25,64,60-64,2014/4/1,2014,,,0.830016547,0.8-0.8400000000000001,0.080573573,182.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
178,408573,male,1965/10/26,53,50-54,2014/3/20,2014,,,0.8369605109999999,0.8-0.8400000000000001,0.072689478,183.0,1.0,1.0,1.0,1.0,0.0,4.0,0,A,0
181,18207,male,1949/10/21,69,65-69,2010/7/26,2010,,,0.828619733,0.8-0.8400000000000001,0.08068473400000001,186.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
182,203240,male,1970/3/4,49,45-49,2008/12/15,2008,,,0.836271029,0.8-0.8400000000000001,0.072744052,187.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
184,9006644,male,1971/4/11,47,45-49,2008/8/1,2008,,,0.8357313009999999,0.8-0.8400000000000001,0.072786777,189.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
186,30110,female,1953/7/22,65,60-64,2015/1/1,2015,,,0.807999048,0.8-0.8400000000000001,0.100220523,191.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
187,127423,female,1953/12/11,65,60-64,2015/9/7,2015,,,0.8077763920000001,0.8-0.8400000000000001,0.100235562,192.0,1.0,1.0,0.0,0.0,0.0,2.0,2,D,0
190,51516,female,1953/11/13,65,60-64,2016/4/12,2016,,,0.807095413,0.8-0.8400000000000001,0.10028153,195.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
191,18596,male,1952/8/8,66,65-69,2015/7/1,2015,,,0.806470094,0.8-0.8400000000000001,0.100323705,196.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
194,361839,male,1967/7/2,51,50-54,2012/9/21,2012,,,0.8329598779999999,0.8-0.8400000000000001,0.073006238,199.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
195,43726,female,1963/6/28,55,50-54,2005/2/24,2005,,,0.8247894440000001,0.8-0.8400000000000001,0.080989471,200.0,1.0,1.0,1.0,0.0,0.0,3.0,0,B,0
198,408284,male,1953/9/5,65,60-64,2015/4/14,2015,,,0.823004568,0.8-0.8400000000000001,0.08113143099999999,203.0,1.0,1.0,1.0,0.0,0.0,3.0,1,C,0
200,7282,male,1949/10/11,69,65-69,2007/9/6,2007,,,0.8026032409999999,0.8-0.8400000000000001,0.10058374,205.0,1.0,1.0,0.0,0.0,0.0,2.0,0,D,0
201,4722,female,1953/8/24,65,60-64,2016/4/12,2016,,,0.802002717,0.8-0.8400000000000001,0.100624005,206.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
202,11706,female,1950/5/10,68,65-69,2003/8/7,2003,,,0.801402251,0.8-0.8400000000000001,0.100664233,207.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
203,46134,female,1973/9/19,45,40-44,2014/9/30,2014,,,0.8205783059999999,0.8-0.8400000000000001,0.081324354,208.0,1.0,1.0,1.0,0.0,0.0,3.0,1,B,0
205,29897,female,1954/9/13,64,60-64,2013/3/1,2013,,,0.799887083,0.75-0.79,0.101399856,210.0,1.0,1.0,0.0,1.0,1.0,4.0,2,D,0
208,17337,female,1952/8/27,66,65-69,2014/4/1,2014,,,0.7997892240000001,0.75-0.79,0.100772138,213.0,1.0,1.0,0.0,0.0,0.0,2.0,0,A,0
210,407743,female,1960/3/10,59,55-59,2013/5/1,2013,,,0.809424887,0.8-0.8400000000000001,0.091057202,215.0,1.0,1.0,1.0,0.0,1.0,4.0,1,B,0
212,16603,female,1975/7/25,43,40-44,1998/4/1,1998,,,0.8178463020000001,0.8-0.8400000000000001,0.081541516,217.0,1.0,1.0,1.0,0.0,0.0,3.0,0,B,0
215,124677,male,1953/7/30,65,60-64,2014/7/31,2014,,,0.78958662,0.75-0.79,0.108991083,220.0,1.0,1.0,0.0,1.0,0.0,3.0,2,D,0
218,336055,female,1951/1/25,68,65-69,2015/4/1,2015,,,0.7966733029999999,0.75-0.79,0.100979916,224.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
219,37685,female,1957/1/4,62,60-64,2015/1/16,2015,,,0.7962575829999999,0.75-0.79,0.101007571,226.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
220,18504,female,1955/12/27,63,60-64,2015/1/1,2015,,,0.815520432,0.8-0.8400000000000001,0.081726331,227.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
221,104646,female,1956/2/4,63,60-64,1999/4/1,1999,,,0.788156912,0.75-0.79,0.109064429,228.0,1.0,1.0,0.0,1.0,0.0,3.0,2,A,0
222,36433,female,1953/6/13,65,60-64,2015/4/1,2015,,,0.796153256,0.75-0.79,0.101014508,229.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
224,27231,male,1952/10/5,66,65-69,2014/5/1,2014,,,0.7958510959999999,0.75-0.79,0.101034596,231.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
225,361906,male,1949/4/29,69,65-69,2015/4/1,2015,,,0.778940686,0.75-0.79,0.117092258,232.0,1.0,0.0,0.0,0.0,0.0,1.0,2,B,0
227,16152,female,1952/8/20,66,65-69,2016/4/1,2016,,,0.794728085,0.75-0.79,0.10110918,234.0,1.0,1.0,0.0,0.0,0.0,2.0,2,A,0
230,20920,male,1953/6/1,65,60-64,2015/7/1,2015,,,0.793340475,0.75-0.79,0.101201178,237.0,1.0,1.0,0.0,0.0,0.0,2.0,0,A,0
232,5202098,male,1955/6/28,63,60-64,1998/4/16,1998,,,0.7922167659999999,0.75-0.79,0.101903004,239.0,1.0,1.0,0.0,1.0,1.0,4.0,0,D,0
234,42388,male,1953/1/22,66,65-69,2009/3/6,2009,,,0.7837858529999999,0.75-0.79,0.109286981,241.0,1.0,1.0,0.0,1.0,0.0,3.0,2,D,0
235,9007347,male,1952/4/9,66,65-69,2013/9/11,2013,,,0.810464174,0.8-0.8400000000000001,0.082127884,242.0,1.0,1.0,1.0,0.0,0.0,3.0,1,C,0
239,7150,female,1974/5/15,44,40-44,2017/7/1,2017,,,0.817219702,0.8-0.8400000000000001,0.07425469400000001,246.0,1.0,1.0,1.0,1.0,0.0,4.0,1,B,0
241,26274,female,1948/1/20,71,70-74,2007/3/31,2007,,,0.8168166490000001,0.8-0.8400000000000001,0.07428670400000001,248.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
242,37327,female,1960/3/1,59,55-59,2008/5/1,2008,,,0.816678135,0.8-0.8400000000000001,0.074297705,249.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
244,16962,male,1950/7/10,68,65-69,2002/5/26,2002,,,0.789249757,0.75-0.79,0.101471355,251.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
245,47346,male,1970/11/18,48,45-49,2014/12/1,2014,,,0.8079082790000001,0.8-0.8400000000000001,0.082330742,252.0,1.0,1.0,1.0,0.0,0.0,3.0,0,C,0
246,6000453,female,1957/11/26,61,60-64,2014/1/1,2014,,,0.8077317540000001,0.8-0.8400000000000001,0.08234474900000001,253.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
248,130633,male,1951/5/19,67,65-69,1972/9/13,1972,,,0.788481089,0.75-0.79,0.101521949,255.0,1.0,1.0,0.0,0.0,0.0,2.0,2,D,0
249,15784,male,1958/3/30,61,60-64,2017/4/11,2017,,,0.772394445,0.75-0.79,0.11715932,256.0,1.0,0.0,0.0,0.0,0.0,1.0,2,B,0
250,408574,female,1969/11/8,49,45-49,2014/3/20,2014,,,0.815119055,0.8-0.8400000000000001,0.074421545,257.0,1.0,1.0,1.0,1.0,0.0,4.0,0,A,0
251,26947,female,1975/8/22,43,40-44,2013/11/13,2013,,,0.806539095,0.8-0.8400000000000001,0.082439376,258.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
