,id,sex,birthday,age,agegrp,acquire_kkh,acquire_kkh2,loss_kkh,loss_kkh2,vis_prob,vis_prob2,react_prob,priority,past1,past2,past3,past4,past5,qty,receipt,segment,rm
2314,404510,female,1972/11/17,46,45-49,2009/12/18,2009,,,0.8501541970000001,0.8500000000000001-0.8900000000000001,0.055573234000000006,3229.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2315,12798,female,1970/2/7,49,45-49,1999/4/1,1999,,,0.8498688240000001,0.8-0.8400000000000001,0.055593562,3230.0,1.0,1.0,1.0,1.0,1.0,5.0,1,D,0
2317,9485,female,1960/4/2,58,55-59,2011/11/1,2011,,,0.849456957,0.8-0.8400000000000001,0.055622907,3232.0,1.0,1.0,1.0,1.0,1.0,5.0,1,C,0
2319,22292,female,1959/8/7,59,55-59,2007/4/1,2007,,,0.848856223,0.8-0.8400000000000001,0.055665723,3234.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2321,22390,female,1971/9/16,47,45-49,2011/4/12,2011,,,0.847391166,0.8-0.8400000000000001,0.055770219,3236.0,1.0,1.0,1.0,1.0,1.0,5.0,1,A,0
2322,11026,male,1964/3/4,55,50-54,1964/3/4,1964,,,0.847021586,0.8-0.8400000000000001,0.055796596,3237.0,1.0,1.0,1.0,1.0,1.0,5.0,0,C,0
2323,5142054,female,1973/5/2,45,40-44,2007/4/3,2007,,,0.8466786279999999,0.8-0.8400000000000001,0.055821079,3238.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2324,43988,male,1965/4/28,53,50-54,2009/11/1,2009,,,0.843922547,0.8-0.8400000000000001,0.056018044,3239.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2327,201798,male,1969/12/21,49,45-49,2012/8/1,2012,,,0.8409146040000001,0.8-0.8400000000000001,0.056233435,3242.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2328,404064,female,1965/12/20,53,50-54,2009/6/1,2009,,,0.840786513,0.8-0.8400000000000001,0.056242618,3243.0,1.0,1.0,1.0,1.0,1.0,5.0,0,C,0
2330,51032,male,1962/10/7,56,55-59,2007/10/21,2007,,,0.8400257520000001,0.8-0.8400000000000001,0.056297169,3245.0,1.0,1.0,1.0,1.0,1.0,5.0,1,C,0
2331,401656,male,1972/4/9,46,45-49,2006/12/25,2006,,,0.8399215059999999,0.8-0.8400000000000001,0.056304645999999986,3246.0,1.0,1.0,1.0,1.0,1.0,5.0,0,C,0
2334,41204,male,1966/4/5,52,50-54,2011/1/1,2011,,,0.838517436,0.8-0.8400000000000001,0.056405409,3249.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2335,348793,female,1968/1/14,51,50-54,1992/5/4,1992,,,0.83832812,0.8-0.8400000000000001,0.056419003,3250.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2337,39153,female,1959/7/1,59,55-59,1989/10/23,1989,,,0.837943949,0.8-0.8400000000000001,0.056446593,3252.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2338,134015,male,1971/4/24,47,45-49,1971/4/24,1971,,,0.836888092,0.8-0.8400000000000001,0.056522459,3253.0,1.0,1.0,1.0,1.0,1.0,5.0,0,C,0
2339,26894,male,1960/11/8,58,55-59,1999/2/1,1999,,,0.834886294,0.8-0.8400000000000001,0.056666443,3255.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2340,8100,male,1948/10/8,70,65-69,1972/3/28,1972,,,0.8307393120000001,0.8-0.8400000000000001,0.05696534,3256.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2342,25685,female,1948/1/24,71,70-74,2006/4/11,2006,,,0.827101092,0.8-0.8400000000000001,0.057228249,3259.0,1.0,1.0,1.0,1.0,1.0,5.0,0,B,0
2343,356390,female,1948/6/24,70,65-69,1970/5/19,1970,,,0.826709329,0.8-0.8400000000000001,0.057256595999999986,3260.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2344,27704,female,1949/1/10,70,65-69,2007/10/1,2007,,,0.826705204,0.8-0.8400000000000001,0.057256895,3261.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2345,1115,male,1945/4/1,73,70-74,2004/10/16,2004,,,0.8251133140000001,0.8-0.8400000000000001,0.057372158,3263.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2348,15404,male,1948/3/29,71,70-74,2012/4/1,2012,,,0.821835777,0.8-0.8400000000000001,0.057609852,3266.0,1.0,1.0,1.0,1.0,1.0,5.0,0,B,0
2349,21665,female,1948/6/13,70,65-69,2009/1/19,2009,,,0.820729128,0.8-0.8400000000000001,0.057690223,3267.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2351,206102,male,1969/6/3,49,45-49,1999/3/1,1999,,,0.820335134,0.8-0.8400000000000001,0.057718851,3269.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2353,25426,female,1948/2/17,71,70-74,1993/5/14,1993,,,0.820243057,0.8-0.8400000000000001,0.057725543,3271.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2354,7591,female,1949/2/27,70,65-69,1991/6/21,1991,,,0.820104304,0.8-0.8400000000000001,0.05773562700000001,3272.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2355,1893,male,1947/2/23,72,70-74,2008/4/11,2008,,,0.8200968279999999,0.8-0.8400000000000001,0.05773617,3273.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2357,465,male,1947/8/5,71,70-74,1960/6/1,1960,,,0.819414435,0.8-0.8400000000000001,0.057785778,3276.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2359,27398,female,1948/6/5,70,65-69,2010/4/1,2010,,,0.819404067,0.8-0.8400000000000001,0.057786532,3278.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2360,7536,male,1944/8/1,74,70-74,2012/4/1,2012,,,0.819349634,0.8-0.8400000000000001,0.05779049,3279.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2361,28115,female,1947/3/1,72,70-74,2002/3/21,2002,,,0.819343479,0.8-0.8400000000000001,0.057790938,3280.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2362,24814,female,1947/2/9,72,70-74,1979/9/21,1979,,,0.819038719,0.8-0.8400000000000001,0.057813101,3282.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2365,404392,male,1948/3/6,71,70-74,2010/4/13,2010,,,0.8185882309999999,0.8-0.8400000000000001,0.05784587,3285.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2366,313638,female,1945/2/3,74,70-74,1998/3/1,1998,,,0.818542452,0.8-0.8400000000000001,0.057849201,3286.0,1.0,1.0,1.0,1.0,1.0,5.0,0,B,0
2367,20511,male,1948/10/19,70,65-69,1979/4/8,1979,,,0.81853105,0.8-0.8400000000000001,0.05785003,3287.0,1.0,1.0,1.0,1.0,1.0,5.0,0,C,0
2368,339810,female,1947/11/6,71,70-74,2008/5/13,2008,,,0.818430378,0.8-0.8400000000000001,0.057857355,3289.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2369,13947,male,1946/2/25,73,70-74,2005/8/1,2005,,,0.818170107,0.8-0.8400000000000001,0.057876294,3290.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2370,133736,male,1947/5/22,71,70-74,2000/4/20,2000,,,0.818147686,0.8-0.8400000000000001,0.057877925,3291.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2371,336973,female,1948/8/21,70,65-69,2010/5/11,2010,,,0.818026957,0.8-0.8400000000000001,0.05788671099999999,3292.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2373,25137,female,1948/9/28,70,65-69,1982/9/10,1982,,,0.817448185,0.8-0.8400000000000001,0.057928841,3294.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2375,20682,female,1948/2/22,71,70-74,2011/2/1,2011,,,0.817164317,0.8-0.8400000000000001,0.05794951,3296.0,1.0,1.0,1.0,1.0,1.0,5.0,1,A,0
2376,20876,female,1947/8/9,71,70-74,2003/11/1,2003,,,0.817158741,0.8-0.8400000000000001,0.057949916,3297.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2377,14456,male,1947/10/24,71,70-74,1969/10/1,1969,,,0.816856632,0.8-0.8400000000000001,0.057971918,3298.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2378,140327,male,1948/11/14,70,65-69,2009/2/16,2009,,,0.81665546,0.8-0.8400000000000001,0.05798657,3299.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2379,358452,female,1948/1/15,71,70-74,2006/10/1,2006,,,0.81654156,0.8-0.8400000000000001,0.057994867,3300.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2381,342547,male,1948/8/19,70,65-69,2013/8/21,2013,,,0.816513875,0.8-0.8400000000000001,0.05799688400000001,3302.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2382,3823,male,1948/7/19,70,65-69,2010/4/1,2010,,,0.8164232,0.8-0.8400000000000001,0.05800349,3304.0,1.0,1.0,1.0,1.0,1.0,5.0,1,D,0
2383,4410,male,1947/2/13,72,70-74,2007/2/16,2007,,,0.816410248,0.8-0.8400000000000001,0.058004434,3305.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2384,306555,female,1946/10/26,72,70-74,2012/7/16,2012,,,0.816313422,0.8-0.8400000000000001,0.058011488,3307.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2386,152751,female,1948/2/7,71,70-74,2005/2/24,2005,,,0.816155671,0.8-0.8400000000000001,0.058022982,3309.0,1.0,1.0,1.0,1.0,1.0,5.0,0,B,0
2387,29168,female,1948/2/10,71,70-74,2010/5/11,2010,,,0.8161279020000001,0.8-0.8400000000000001,0.058025005,3310.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2388,111997,female,1945/5/21,73,70-74,2004/4/1,2004,,,0.816080189,0.8-0.8400000000000001,0.058028482,3311.0,1.0,1.0,1.0,1.0,1.0,5.0,1,C,0
2391,25818,female,1945/4/19,73,70-74,1983/9/20,1983,,,0.815787145,0.8-0.8400000000000001,0.058049838,3315.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2393,12098,male,1945/12/3,73,70-74,2009/1/29,2009,,,0.815714389,0.8-0.8400000000000001,0.058055141,3317.0,1.0,1.0,1.0,1.0,1.0,5.0,0,A,0
2396,28998,male,1948/4/22,70,65-69,1975/8/1,1975,,,0.814989766,0.8-0.8400000000000001,0.058107968,3322.0,1.0,1.0,1.0,1.0,1.0,5.0,1,D,0
2397,14155,female,1947/10/25,71,70-74,2009/4/1,2009,,,0.814780904,0.8-0.8400000000000001,0.058123199,3323.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2400,14863,female,1949/1/27,70,65-69,1989/7/27,1989,,,0.814108339,0.8-0.8400000000000001,0.058172259,3327.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2401,15238,female,1944/4/8,74,70-74,2005/7/12,2005,,,0.814103343,0.8-0.8400000000000001,0.058172623,3328.0,1.0,1.0,1.0,1.0,1.0,5.0,0,A,0
2403,35974,female,1949/2/2,70,65-69,2007/2/1,2007,,,0.814050701,0.8-0.8400000000000001,0.058176464,3330.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2404,21630,female,1944/7/30,74,70-74,2007/4/1,2007,,,0.814019475,0.8-0.8400000000000001,0.058178743,3331.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2405,7815,female,1947/1/25,72,70-74,2006/4/1,2006,,,0.813967895,0.8-0.8400000000000001,0.058182506,3332.0,1.0,1.0,1.0,1.0,1.0,5.0,0,A,0
2406,406565,female,1945/12/28,73,70-74,2012/3/30,2012,,,0.813917,0.8-0.8400000000000001,0.05818622,3333.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2407,361633,female,1944/10/27,74,70-74,2005/2/7,2005,,,0.8137875170000001,0.8-0.8400000000000001,0.058195668,3335.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2408,6000149,male,1946/11/22,72,70-74,2011/4/1,2011,,,0.8134781520000001,0.8-0.8400000000000001,0.058218247,3336.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2409,136739,male,1947/1/17,72,70-74,2010/1/1,2010,,,0.813404034,0.8-0.8400000000000001,0.05822365700000001,3339.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2411,126508,female,1947/11/19,71,70-74,2009/1/19,2009,,,0.813250013,0.8-0.8400000000000001,0.05823490000000001,3341.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2413,125963,female,1945/1/2,74,70-74,1982/4/3,1982,,,0.813211708,0.8-0.8400000000000001,0.058237696,3343.0,1.0,1.0,1.0,1.0,1.0,5.0,1,C,0
2415,17551,female,1944/9/11,74,70-74,2009/4/1,2009,,,0.813051812,0.8-0.8400000000000001,0.058249369,3345.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2416,113837,female,1947/8/3,71,70-74,1956/4/1,1956,,,0.8129584940000001,0.8-0.8400000000000001,0.058256182,3346.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2417,9008595,male,1946/8/17,72,70-74,2009/10/1,2009,,,0.8129330929999999,0.8-0.8400000000000001,0.058258037,3347.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2419,301934,male,1946/5/23,72,70-74,2009/6/1,2009,,,0.812570342,0.8-0.8400000000000001,0.058284526,3351.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2420,141267,male,1946/7/12,72,70-74,2008/7/13,2008,,,0.812311608,0.8-0.8400000000000001,0.058303423,3352.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2421,344775,male,1946/8/29,72,70-74,1971/2/1,1971,,,0.8120520990000001,0.8-0.8400000000000001,0.05832238,3353.0,1.0,1.0,1.0,1.0,1.0,5.0,1,D,0
2422,3706,female,1949/2/27,70,65-69,2013/4/1,2013,,,0.811869335,0.8-0.8400000000000001,0.058335733,3354.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2423,47909,female,1945/1/1,74,70-74,2004/3/1,2004,,,0.811762513,0.8-0.8400000000000001,0.058343538,3355.0,1.0,1.0,1.0,1.0,1.0,5.0,0,B,0
2428,337916,female,1946/6/20,72,70-74,2007/5/1,2007,,,0.8111497540000001,0.8-0.8400000000000001,0.05838832,3361.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2429,27312,female,1948/4/18,70,65-69,2011/4/1,2011,,,0.81092358,0.8-0.8400000000000001,0.05840485400000001,3362.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2430,2021,female,1946/6/10,72,70-74,2002/4/11,2002,,,0.810885935,0.8-0.8400000000000001,0.058407606,3363.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2431,3538,male,1948/3/21,71,70-74,2010/4/1,2010,,,0.810696773,0.8-0.8400000000000001,0.058421435999999986,3364.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2432,313602,male,1946/5/28,72,70-74,2003/4/1,2003,,,0.810694771,0.8-0.8400000000000001,0.058421583,3365.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2434,36481,male,1945/6/5,73,70-74,2006/4/11,2006,,,0.810484608,0.8-0.8400000000000001,0.05843695,3367.0,1.0,1.0,1.0,1.0,1.0,5.0,1,D,0
2436,22120,female,1948/2/17,71,70-74,2010/4/1,2010,,,0.8103106059999999,0.8-0.8400000000000001,0.058449675,3371.0,1.0,1.0,1.0,1.0,1.0,5.0,0,A,0
2437,27914,female,1948/12/11,70,65-69,2004/7/13,2004,,,0.81026711,0.8-0.8400000000000001,0.058452856,3372.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2438,28066,female,1945/1/31,74,70-74,2001/2/1,2001,,,0.8102113790000001,0.8-0.8400000000000001,0.058456932,3374.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2439,53465,female,1948/5/12,70,65-69,2004/4/11,2004,,,0.8098531990000001,0.8-0.8400000000000001,0.058483133,3377.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2442,12171,male,1948/1/1,71,70-74,2012/4/11,2012,,,0.809667093,0.8-0.8400000000000001,0.058496748,3380.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2443,117986,male,1948/7/1,70,65-69,2010/2/1,2010,,,0.8095361759999999,0.8-0.8400000000000001,0.058506327,3381.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2444,20681,male,1949/1/5,70,65-69,2011/2/1,2011,,,0.8091981420000001,0.8-0.8400000000000001,0.058531064,3383.0,1.0,1.0,1.0,1.0,1.0,5.0,0,A,0
2445,29100,female,1947/5/28,71,70-74,2002/4/11,2002,,,0.809117352,0.8-0.8400000000000001,0.058536977,3384.0,1.0,1.0,1.0,1.0,1.0,5.0,1,D,0
2446,18396,male,1946/10/24,72,70-74,2004/8/11,2004,,,0.808639765,0.8-0.8400000000000001,0.058571937,3386.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2448,28558,female,1946/2/19,73,70-74,2006/4/21,2006,,,0.8085950740000001,0.8-0.8400000000000001,0.058575208,3388.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2450,8070,female,1948/3/17,71,70-74,2013/5/15,2013,,,0.80839956,0.8-0.8400000000000001,0.058589524,3391.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2451,9006642,male,1946/7/12,72,70-74,2017/2/23,2017,,,0.8081196140000001,0.8-0.8400000000000001,0.058610024,3394.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2452,361621,male,1948/11/12,70,65-69,1970/5/10,1970,,,0.8079824999999999,0.8-0.8400000000000001,0.058620066,3395.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2453,30684,male,1945/1/10,74,70-74,2006/4/11,2006,,,0.807921377,0.8-0.8400000000000001,0.058624543,3398.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2454,119594,male,1945/6/11,73,70-74,2006/10/16,2006,,,0.8077027390000001,0.8-0.8400000000000001,0.058640558,3399.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2455,19231,male,1945/9/5,73,70-74,2010/4/1,2010,,,0.8076489729999999,0.8-0.8400000000000001,0.058644496,3400.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2456,342778,female,1947/9/30,71,70-74,2007/10/1,2007,,,0.807620494,0.8-0.8400000000000001,0.058646583,3401.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2457,403784,male,1946/1/1,73,70-74,2009/3/2,2009,,,0.8075159940000001,0.8-0.8400000000000001,0.058654238,3402.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2458,27395,female,1948/2/26,71,70-74,2008/6/1,2008,,,0.807279203,0.8-0.8400000000000001,0.058671588,3403.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2459,52712,female,1944/9/16,74,70-74,2002/6/18,2002,,,0.807244107,0.8-0.8400000000000001,0.058674159,3404.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2460,12468,female,1948/1/8,71,70-74,2006/4/11,2006,,,0.807188177,0.8-0.8400000000000001,0.058678258,3405.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2462,125880,male,1944/4/17,74,70-74,2007/3/31,2007,,,0.807178857,0.8-0.8400000000000001,0.058678941,3407.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2463,330995,female,1947/1/5,72,70-74,1958/4/1,1958,,,0.807170268,0.8-0.8400000000000001,0.05867957,3408.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2465,29322,female,1946/7/7,72,70-74,2001/9/1,2001,,,0.807088635,0.8-0.8400000000000001,0.058685552,3410.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2467,358737,male,1945/6/30,73,70-74,1966/4/1,1966,,,0.807019941,0.8-0.8400000000000001,0.058690586,3413.0,1.0,1.0,1.0,1.0,1.0,5.0,0,B,0
2468,402529,female,1947/9/28,71,70-74,2007/10/16,2007,,,0.806945978,0.8-0.8400000000000001,0.058696007,3414.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2469,135160,female,1948/5/21,70,65-69,2010/12/22,2010,,,0.8066319590000001,0.8-0.8400000000000001,0.058719023,3415.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2470,138008,male,1944/8/11,74,70-74,2001/3/13,2001,,,0.806617604,0.8-0.8400000000000001,0.058720075,3416.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2471,21366,male,1947/1/25,72,70-74,2009/2/1,2009,,,0.806479774,0.8-0.8400000000000001,0.058730179,3419.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2474,21954,female,1945/5/13,73,70-74,2004/4/11,2004,,,0.8062006979999999,0.8-0.8400000000000001,0.05875064,3422.0,1.0,1.0,1.0,1.0,1.0,5.0,0,A,0
2475,402492,female,1945/8/16,73,70-74,2007/10/4,2007,,,0.8058315090000001,0.8-0.8400000000000001,0.058777713,3424.0,1.0,1.0,1.0,1.0,1.0,5.0,1,A,0
2477,15909,female,1944/7/28,74,70-74,2003/4/11,2003,,,0.8055896509999999,0.8-0.8400000000000001,0.05879545200000001,3427.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2478,7590,male,1947/11/10,71,70-74,1991/6/21,1991,,,0.805275218,0.8-0.8400000000000001,0.058818518,3428.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2479,115139,female,1944/12/26,74,70-74,2000/3/1,2000,,,0.8052549390000001,0.8-0.8400000000000001,0.058820006,3429.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2480,149781,male,1947/12/3,71,70-74,2006/1/11,2006,,,0.805231138,0.8-0.8400000000000001,0.05882175200000001,3430.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2481,14082,female,1948/2/2,71,70-74,2010/7/13,2010,,,0.805225163,0.8-0.8400000000000001,0.058822191,3431.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2482,26479,male,1947/10/25,71,70-74,2009/11/1,2009,,,0.805210822,0.8-0.8400000000000001,0.058823243,3432.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2483,436,female,1948/2/5,71,70-74,1969/5/5,1969,,,0.8049907559999999,0.8-0.8400000000000001,0.05883939,3434.0,1.0,1.0,1.0,1.0,1.0,5.0,1,D,0
2484,18989,male,1949/1/21,70,65-69,2007/4/1,2007,,,0.804927608,0.8-0.8400000000000001,0.058844023,3435.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2485,27126,female,1946/10/18,72,70-74,2000/6/1,2000,,,0.8047751459999999,0.8-0.8400000000000001,0.058855212,3436.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2486,1098,female,1946/10/31,72,70-74,2007/9/10,2007,,,0.8047751459999999,0.8-0.8400000000000001,0.058855212,3437.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2487,27311,male,1944/6/19,74,70-74,2011/4/1,2011,,,0.804744584,0.8-0.8400000000000001,0.058857454,3438.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2488,27020,female,1944/5/5,74,70-74,2006/4/1,2006,,,0.804470097,0.8-0.8400000000000001,0.0588776,3439.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2489,21548,female,1947/3/16,72,70-74,2003/6/1,2003,,,0.804280287,0.8-0.8400000000000001,0.058891533,3440.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2490,21521,female,1947/6/29,71,70-74,2007/7/1,2007,,,0.804251113,0.8-0.8400000000000001,0.058893675,3442.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2491,133249,female,1946/8/5,72,70-74,2005/1/6,2005,,,0.804031018,0.8-0.8400000000000001,0.058909834,3443.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2492,21342,male,1944/10/14,74,70-74,2008/4/11,2008,,,0.803995708,0.8-0.8400000000000001,0.058912426,3444.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2493,22115,female,1947/10/10,71,70-74,2006/4/1,2006,,,0.803173547,0.8-0.8400000000000001,0.058972806,3446.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2494,35,female,1945/7/18,73,70-74,2000/4/16,2000,,,0.803112119,0.8-0.8400000000000001,0.058977319,3447.0,1.0,1.0,1.0,1.0,1.0,5.0,0,A,0
2495,4959,female,1945/11/3,73,70-74,2001/4/20,2001,,,0.803111983,0.8-0.8400000000000001,0.058977329,3448.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2498,1234,male,1947/9/14,71,70-74,2012/4/11,2012,,,0.80243061,0.8-0.8400000000000001,0.059027395,3453.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2500,4705,male,1944/12/26,74,70-74,2007/1/1,2007,,,0.801805164,0.8-0.8400000000000001,0.059073369,3457.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2501,35070,female,1949/2/21,70,65-69,1998/4/27,1998,,,0.8016791440000001,0.8-0.8400000000000001,0.059082635,3459.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2502,403785,female,1946/4/10,72,70-74,2009/3/2,2009,,,0.8016081620000001,0.8-0.8400000000000001,0.059087854,3460.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2503,49778,female,1947/11/15,71,70-74,2013/5/1,2013,,,0.8015934779999999,0.8-0.8400000000000001,0.059088934,3461.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2504,103663,female,1944/5/8,74,70-74,2005/2/2,2005,,,0.801515235,0.8-0.8400000000000001,0.059094687,3462.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2506,3471,male,1945/8/1,73,70-74,2010/1/1,2010,,,0.801282243,0.8-0.8400000000000001,0.059111821,3464.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2508,24373,male,1945/1/23,74,70-74,2007/2/1,2007,,,0.800929923,0.8-0.8400000000000001,0.059137735,3468.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
2509,358440,male,1944/4/30,74,70-74,2006/10/1,2006,,,0.80081125,0.8-0.8400000000000001,0.059146465,3469.0,1.0,1.0,1.0,1.0,1.0,5.0,2,D,0
2510,21454,male,1947/2/22,72,70-74,2013/4/1,2013,,,0.800804449,0.8-0.8400000000000001,0.059146965,3470.0,1.0,1.0,1.0,1.0,1.0,5.0,0,D,0
2511,367817,female,1947/2/12,72,70-74,1999/4/1,1999,,,0.8007164000000001,0.8-0.8400000000000001,0.059153443,3471.0,1.0,1.0,1.0,1.0,1.0,5.0,2,C,0
2512,39613,male,1944/6/2,74,70-74,1998/11/1,1998,,,0.80064375,0.8-0.8400000000000001,0.059158788,3473.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2514,21126,female,1948/12/8,70,65-69,2003/1/1,2003,,,0.80043584,0.8-0.8400000000000001,0.059174085,3475.0,1.0,1.0,1.0,1.0,1.0,5.0,1,B,0
2516,27397,male,1946/1/19,73,70-74,2010/4/1,2010,,,0.8003308170000001,0.8-0.8400000000000001,0.059181813,3477.0,1.0,1.0,1.0,1.0,1.0,5.0,2,A,0
2517,28598,female,1947/9/21,71,70-74,1970/5/4,1970,,,0.80030093,0.8-0.8400000000000001,0.059184013,3478.0,1.0,1.0,1.0,1.0,1.0,5.0,2,B,0
